id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg41322817,https://bitcointalk.org/index.php?topic=4580253.0,,53,Announcements (Altcoins),2018-07-01 22:32:29,Laco Vencel,Copper Member,61,0,,[ANN] [SMART CITY ENTERPRISE] [ICO 2.0] 100 Investment Positions Open: 8 DAYS,"SMART CITY ENTERPRISE ...from Infra-red to Ultra-violet  PLATFORM | CITY TOKEN | BUSINESS CASE | BLOG   Hi! I'm Laco Vencel, I'm the owner and CEO of the company Lanast Co., I am the Smart City Enterprise founder, investor and head since May, 2015.  PROJECT IS ABOUT Blockchain based tendering platform for smart technologies. Our digital marketing services will connect buyers with suppliers. Platform will provide to buyers and suppliers Smart solution Rating  - a unique LifeBar score - set by ecology and effectivity parameters.  OUR PLATFORM Platform is a cross-functional Tendering, Sales, CRM engine with automated logic for matching tenders with solutions. Rating of smart technologies gives a chance only to a high quality & ecological solutions. Integration with blockchain makes our system transparent and cheat-free.  OUR PRODUCT VALUE  Platform: Fair, Transparent, Effective, Cheat-free solution for Smart City products implementation. Services: Time-saving for research & bureaucracy during a tender process. A cost-effective business opportunity tool for Smart technology sales acquisition.   PROJECT GOODWILL Our tendering platform core purpose is to support Ecology, Green and Effective cities. The place, where you want to grow your children up.  Blockchain gives a transparence to tendering of Smart Products and eliminate level of corruption.  TECHNOLOGY A blockchain based Tendering, Sales and CRM platform for industrial hi-end technology projects. Data mining robots for raw smart technology data collection and processing. Commercial business reporting for Business Opportunity Products.   BLOCKCHAIN Blockchain will serve as the backend of our Tendering/Sales/CRM platform. Blockchain as a single point of truth, final and not prone to any kind of cheating. This is probably the most important power of this technology. That is why we use it.   CITY TOKEN VALUE Token value is in 51% of Profit Share, paid by Dividend. The Voting Rights will be applied to the company's strategical and tactical decisions. 12 months after crowd-sale's end token will be listed on Exchange.   TOKEN LEGAL EXIT Token will be formalised by regulated digital certification, or, if a regulation does not accept crypto-market principles, token will be converted to a physical shares certification by standard market (under EU law).               SMART CITY TOKEN (CITY)    PLATFORM | CITY TOKEN | BUSINESS CASE | BLOG  by www.SmartCityCoin.io",False
