id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg43209344,https://bitcointalk.org/index.php?topic=4787994.0,,70,Announcements (Altcoins),2018-07-31 11:14:41,Fern Protocol,Newbie,1,0,,[Pre-ICO][ANN] Fern - Smart Contract Protocol to decentralise private blockchain,"Visit the website | Whitepaper | Follow us on Twitter  It is our pleasure to Introduce Fern Protocol - a solution for making blockchains more secure    Many blockchain networks are controlled by a single or small group of entities. This renders them exposed to a Sybil attack, where nodes, or the people controlling them, act, collude or bribe, to undermine the integrity of the blockchain ledger and defraud users. Fern makes any blockchain network more decentralised and secure by connecting identified node and oracle providers through an anonymous protocol. Through the fern ecosystem, networks will be randomly assigned to the trusted service providers and the identity of the provider remains unknown to avoid collusion and fraudulent after connection. Fern combines enterprise compliance requirements with trustless network fundamentals.  Who we are? And where we come from?  Fern is made up of a team with years of experience across different backgrounds. Our employees have worked with many big names across financial and technological sectors such as the Big Four or Lloyds Banking group.  Adi Ben-Ari - Founder LinkedIn  Francesco Canessa - Technical Lead LinkedIn  Andrew Witzenfeld - Product Manager LinkedIn  Rashee Pandey - Marketing Lead LinkedIn  Corey Parkinson - Business Development LinkedIn  Katerina Sobetskaia - Community Manager LinkedIn  Jimmy Chen - Blockchain Developer LinkedIn  Arnaud Darré - UX/UI Designer LinkedIn  Find us on social media: Telegram Facebook Twitter LinkedIn Medium  Visit the website | Whitepaper | Follow us on Twitter",False
